JK,Issue code,Issue name,Listing date,Provider,Yield(The past year),Underlying index,Tracking error,AUM,Disparate ratio,Volatility,Replication method,TER,Taxation type
,415340,KODEX China STAR 50(SYNTH),2022/01/13,SAMSUNG ASSET,-24.55,STAR 50 Index(Price Return),1.35,14508964548,-2.56,High,Synthetic(Passive),0.09,Dividend income tax(tax on holding period)
,117700,KODEX Constructions,2009/10/30,SAMSUNG ASSET,-12.5,KRX Constructions,0.74,22441211401,-0.06,High,Physical(Passive),0.45,Non taxable
,266390,KODEX Consumer Discretionary,2017/03/28,SAMSUNG ASSET,-5.96,KRX Consumer Discretionary,0.53,5154022505,0.12,Normal,Physical(Passive),0.45,Non taxable
,266410,KODEX Consumer Staples,2017/03/28,SAMSUNG ASSET,10.12,KRX Consumer Staples,0.63,12743446368,-0.14,Normal,Physical(Passive),0.45,Non taxable
,138910,KODEX Copper Futures(H),2011/03/15,SAMSUNG ASSET,9.96,S&P GSCI North American Copper Index(TR),1.34,14326579653,-0.47,Normal,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,211900,KODEX Dividend Growth,2014/12/17,SAMSUNG ASSET,24.58,KOSPI Growth Dividend 50,0.94,20712204084,-0.42,Low,Physical(Passive),0.15,Non taxable
,325020,KODEX Dividend Value,2019/05/31,SAMSUNG ASSET,19.01,FnGuide SLV Dividend Value Index,1.34,122649309129,-0.22,Normal,Physical(Passive),0.3,Non taxable
,117460,KODEX ENERGY&CHEMICALS,2009/10/12,SAMSUNG ASSET,-25.64,KRX Energy & Chemicals,0.57,19796367079,-0.2,Very high,Physical(Passive),0.45,Non taxable
,439860,KODEX ESG Total Bond Active,2022/08/23,SAMSUNG ASSET,6.02,"KAP ESG Total Market Bond Index(A- or higher, Total return)",0.22,281252715265,-0.14,Very low,Physical(Active),0.07,Dividend income tax(tax on holding period)
,456250,KODEX Europe Luxury TOP10 STOXX,2023/04/25,SAMSUNG ASSET,3.78,STOXX Europe Luxury 10 Index(Price Return),0.85,17292703141,-0.02,Normal,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,400570,KODEX EuropeCarbonAllowanceFuturesICE(H),2021/09/30,SAMSUNG ASSET,-23.81,ICE EUA Carbon Futures Index(Excess Return),1.6,44860954197,0.44,Very high,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,169950,KODEX FTSE CHINA A50,2013/01/21,SAMSUNG ASSET,4.38,FTSE China A50 Index,1.67,22276150685,-0.48,Low,Physical(Passive),0.12,Dividend Income Tax(Foreign Stock Investment ETF)
,325010,KODEX Fn Growth,2019/05/31,SAMSUNG ASSET,8.67,FnGuide Growth Index(PR),0.34,92770533742,-0.37,High,Physical(Passive),0.3,Non taxable
,368680,KODEX Fn K-NewDeal Digital Plus,2020/11/10,SAMSUNG ASSET,-17.65,FnGuide K-NewDeal Digital Plus Index,0.27,8121340233,0.16,Very high,Physical(Passive),0.09,Non taxable
,337120,KODEX Fn Multi Factor,2019/11/14,SAMSUNG ASSET,9.25,FnGuide Multi-Factor Index,0.67,8170956063,-0.28,Low,Physical(Passive),0.3,Non taxable
,395160,KODEX Fn System Semiconductor,2021/07/30,SAMSUNG ASSET,36.08,FnGuide System Semiconductor Index,0.54,54164780028,0.04,Very high,Physical(Passive),0.45,Non taxable
,395170,KODEX Fn Top10 EW,2021/07/30,SAMSUNG ASSET,-0.75,FnGuide TOP10 EW Index,0.84,56105388937,-0.31,High,Physical(Passive),0.15,Non taxable
,395150,KODEX Fn Webtoon & Drama,2021/07/30,SAMSUNG ASSET,-20.35,FnGuide Webtoon & Drama Index,0.44,26142419102,0.29,Very high,Physical(Passive),0.45,Non taxable
,280940,KODEX GLDI(H),2017/11/09,SAMSUNG ASSET,-10.59,S&P GSCI GOLD Index Excess Return,1.44,3125898407,-0.03,Normal,Physical(Passive),0.41,Dividend income tax(tax on holding period)
,237370,KODEX GROWTH DIV BAL,2016/01/27,SAMSUNG ASSET,11.04,KRX Growth Dividend Balanced Index,0.88,23446946108,-0.05,Very low,Physical(Passive),0.16,Dividend income tax(tax on holding period)
,300950,KODEX Game Industry,2018/07/24,SAMSUNG ASSET,-9.62,FnGuide Game Industry Index,0.39,22255258440,0.65,Very high,Physical(Passive),0.45,Non taxable
,476070,KODEX Global Obesity Treatment TOP2 Plus,2024/02/14,SAMSUNG ASSET,0,iSelect Global Obesity Treatment TOP2 Plus Index(PR),0.57,146351899061,-0.28,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,132030,KODEX Gold Futures(H),2010/10/01,SAMSUNG ASSET,14.62,S&P GSCI Gold Index(TR),0.64,154089033972,-0.02,Low,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,271060,KODEX Grains Futures(H),2017/06/13,SAMSUNG ASSET,-27.99,S&P GSCI Grains Select Index ER,1.42,22558101770,0.23,Normal,Physical(Passive),0.51,Dividend income tax(tax on holding period)
,266420,KODEX Healthcare,2017/03/28,SAMSUNG ASSET,24.65,KRX Health Care,1.65,63988774357,-0.19,Very high,Physical(Passive),0.09,Non taxable
,279530,KODEX High Dividend,2017/10/17,SAMSUNG ASSET,15.52,FnGuide High Dividend Plus Index,1.46,26461214697,-0.17,Low,Physical(Passive),0.26,Non taxable
,140700,KODEX INSURANCE,2011/04/26,SAMSUNG ASSET,38.71,KRX Insurance,2.88,25240137742,-0.26,Very high,Physical(Passive),0.45,Non taxable
,114800,KODEX INVERSE,2009/09/16,SAMSUNG ASSET,-10.43,F-KOSPI 200,0.13,649857359901,-0.16,Normal,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,266370,KODEX IT,2017/03/28,SAMSUNG ASSET,17.6,KRX IT,0.42,28488919354,-0.13,High,Physical(Passive),0.45,Non taxable
,453810,KODEX India Nifty50,2023/04/21,SAMSUNG ASSET,32.47,Nifty 50 Index,0.69,442411030952,0.48,Low,Physical(Passive),0.19,Dividend income tax(tax on holding period)
,453820,KODEX India Nifty50 Leverage(SYNTH),2023/04/21,SAMSUNG ASSET,64.84,Nifty 50 Index,0.79,53602554300,1.11,Very high,Synthetic(Passive),0.39,Dividend income tax(tax on holding period)
,477730,KODEX India Tata Group,2024/05/08,SAMSUNG ASSET,0,Nifty India Corporate Group Index - Tata Group 25% Cap(PR),1.51,82473046243,-0.18,High,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,364690,KODEX Inno-Tech Active,2020/09/29,SAMSUNG ASSET,18.63,KOSPI,4.42,8737595848,-0.09,High,Physical(Active),0.3,Dividend income tax(tax on holding period)
,473460,KODEX Investor's Choice US TOP 25,2023/12/27,SAMSUNG ASSET,0,iSelect Investor's Choice US TOP 25 Index (Price Return),0.79,13362789596,-0.32,High,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,101280,KODEX Japan,2008/02/20,SAMSUNG ASSET,19.36,TOPIX100,1.58,29385945790,-0.6,Normal,Physical(Passive),0.37,Dividend Income Tax(Foreign Stock Investment ETF)
,352540,KODEX Japan REITs(H),2020/05/13,SAMSUNG ASSET,-7.95,Tokyo Stock Exchange REIT Index,1.44,13682771438,-1.56,Low,Physical(Passive),0.3,Dividend Income Tax(Separate Taxation Real Estate ETF)
,445150,KODEX K-Eco Ship Active,2022/11/15,SAMSUNG ASSET,5.69,FnGuide K-Eco Ship Index,8.77,32450545554,0.08,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,385520,KODEX K-Future Car Active,2021/05/25,SAMSUNG ASSET,-1.8,FnGuide K-Future Car Index,7.12,26864311593,-0.27,High,Physical(Active),0.5,Dividend income tax(tax on holding period)
,373490,KODEX K-Innovation Active,2020/12/24,SAMSUNG ASSET,23.99,FnGuide K-Innovation Index,18.21,6889320285,-0.43,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,401470,KODEX K-Metaverse Active,2021/10/13,SAMSUNG ASSET,-15.53,FnGuide K-Metaverse Index,7.09,138643577723,-0.32,High,Physical(Active),0.5,Dividend income tax(tax on holding period)
,385510,KODEX K-Renewable Energy Active,2021/05/25,SAMSUNG ASSET,33.77,FnGuide K-Renewable Energy Plus Index,22.19,53151417621,0.07,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,445290,KODEX K-Robot Active,2022/11/15,SAMSUNG ASSET,8.74,iSelect K-Robot Theme Index,6.3,167067515113,-0.23,High,Physical(Active),0.5,Dividend income tax(tax on holding period)
,423160,KODEX KOFR Active(SYNTH),2022/04/26,SAMSUNG ASSET,3.67,KOFR Index,0.06,5062068489803,0.01,Very low,Synthetic(Active),0.05,Dividend income tax(tax on holding period)
,476800,KODEX KOREA REITs Infra,2024/03/05,SAMSUNG ASSET,0,KRX REITs Infra Index,3.6,53272749560,-0.35,Very low,Physical(Passive),0.09,Non taxable
,229200,KODEX KOSDAQ 150,2015/10/01,SAMSUNG ASSET,2.84,KOSDAQ 150,0.17,829554735177,-0.37,Very high,Physical(Passive),0.21,Non taxable
,461450,KODEX KOSDAQ Global,2023/06/29,SAMSUNG ASSET,0,KOSDAQ Global Index,0.21,11909064081,-0.58,Very high,Physical(Passive),0.09,Non taxable
,251340,KODEX KOSDAQ150 INVERSE,2016/08/10,SAMSUNG ASSET,-10.59,F-KOSDAQ150 Index,0.7,350544092210,-0.15,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,233740,KODEX KOSDAQ150 LEVERAGE,2015/12/17,SAMSUNG ASSET,-3.88,KOSDAQ 150,8.51,1183830200546,-0.73,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,360150,KODEX KOSDAQ150LONGKOSPI200SHORT Futures,2020/08/21,SAMSUNG ASSET,-4.28,F-KOSDAQ 150 Long 100% F-KOSPI 200 Short 100% Index,1.07,7529077984,-0.23,High,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,226490,KODEX KOSPI,2015/08/24,SAMSUNG ASSET,8,KOSPI,0.63,346082410688,-0.34,Normal,Physical(Passive),0.15,Non taxable
,337140,KODEX KOSPI LargeCap,2019/11/14,SAMSUNG ASSET,7.79,KOSPI LargeCap,0.69,14744268849,-0.44,Normal,Physical(Passive),0.15,Non taxable
,359210,KODEX KOSPI TR,2020/07/21,SAMSUNG ASSET,10.75,KOSPI TR,0.16,27662523762,-0.15,Normal,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,450180,KODEX KR CH New Energy Vehicles(SYNTH),2022/12/22,SAMSUNG ASSET,-22.8,KRX CSI Korea China New Energy Vehicles Index,0.1,6025609296,-1.08,High,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,153130,KODEX KRW CASH,2012/02/22,SAMSUNG ASSET,3.57,KRW Cash Index (Total Return),0.07,747407092893,0.02,Very low,Physical(Passive),0.15,Dividend income tax(tax on holding period)
,214980,KODEX KRW CASH PLUS,2015/03/03,SAMSUNG ASSET,3.84,KRW Cash PLUS Index(Total Return),0.07,1359964382553,0.01,Very low,Physical(Passive),0.15,Dividend income tax(tax on holding period)
,404260,KODEX KRX Climate Change Solutions,2021/10/29,SAMSUNG ASSET,-2.67,KRX Climate Change Solutions,0.59,19526993885,-0.08,Very high,Physical(Passive),0.09,Non taxable
,292190,KODEX KRX300,2018/03/26,SAMSUNG ASSET,13.14,KRX 300,0.7,21652168504,-0.27,Normal,Physical(Passive),0.05,Non taxable
,306950,KODEX KRX300 Leverage,2018/10/16,SAMSUNG ASSET,23.75,KRX 300,4.92,16970570642,-1.3,Very high,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,229720,KODEX KTOP30,2015/10/14,SAMSUNG ASSET,-1.02,KTOP 30,0.64,8791817638,-0.22,Normal,Physical(Passive),0.21,Non taxable
,450190,KODEX Korea China Semiconductor(SYNTH),2022/12/22,SAMSUNG ASSET,21,KRX CSI Korea China Semiconductor Index,0.08,8409698260,-0.72,High,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,298770,KODEX Korea Taiwan IT Premier,2018/06/11,SAMSUNG ASSET,39.88,Korea Taiwan IT Premier Index,2.07,47966384071,-0.37,Normal,Physical(Passive),0.55,Dividend income tax(tax on holding period)
,122630,KODEX LEVERAGE,2010/02/22,SAMSUNG ASSET,21.7,KOSPI 200,3.48,2090047469489,-1.2,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,102960,KODEX MACHINARY & EQUIPMENT,2008/05/29,SAMSUNG ASSET,-3.49,KRX Machinery & Equipment,0.37,9671705012,0.02,Very high,Physical(Passive),0.45,Non taxable
,419430,KODEX MSCI China Batteries(SYNTH),2022/03/22,SAMSUNG ASSET,-28.58,MSCI China all shares IMI Select Batteries Index(Price Return),1.52,21963625872,-3.21,Very high,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,291890,KODEX MSCI EM Futures(H),2018/03/23,SAMSUNG ASSET,5.2,iEdge Emerging Markets Futures Index(ER),0.58,5799823728,0.12,Normal,Physical(Passive),0.41,Dividend income tax(tax on holding period)
,156080,KODEX MSCI Korea,2012/04/30,SAMSUNG ASSET,9.68,MSCI Korea Index,0.77,14445466662,-0.54,Normal,Physical(Passive),0.09,Non taxable
,289040,KODEX MSCI Korea ESG Universal,2018/02/07,SAMSUNG ASSET,10.63,MSCI Korea ESG Universal Capped Index,1.06,14481087645,-0.49,Normal,Physical(Passive),0.26,Non taxable
,278540,KODEX MSCI Korea TR,2017/11/09,SAMSUNG ASSET,12.3,MSCI Korea TR Index,0.25,434547393267,-0.3,Normal,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,275280,KODEX MSCI Momentum,2017/07/11,SAMSUNG ASSET,24.1,MSCI Korea IMI Momentum Capped,0.75,8500322886,-0.58,Very high,Physical(Passive),0.26,Non taxable
,275300,KODEX MSCI Quality,2017/07/11,SAMSUNG ASSET,15.17,MSCI Korea IMI Quality Capped,1.26,4809525504,-0.56,Normal,Physical(Passive),0.26,Non taxable
,275290,KODEX MSCI Value,2017/07/11,SAMSUNG ASSET,4.91,MSCI Korea IMI Enhanced Value Capped,1.74,7020857189,-0.52,Low,Physical(Passive),0.26,Non taxable
,251350,KODEX MSCI World,2016/08/17,SAMSUNG ASSET,29.17,MSCI World,1.39,362434440987,0.09,Low,Physical(Passive),0.3,Dividend Income Tax(Foreign Stock Investment ETF)
,266360,KODEX Media & Entertainment,2017/03/28,SAMSUNG ASSET,-16.49,KRX Media&Entertainment,0.58,39183583303,0.01,High,Physical(Passive),0.45,Non taxable
,279540,KODEX Min Vol,2017/10/17,SAMSUNG ASSET,8.41,KRX Minimum volatility,0.73,3364509818,0,Low,Physical(Passive),0.26,Non taxable
,244620,KODEX Momentum Plus,2016/05/13,SAMSUNG ASSET,26.58,FnGuide Momentum Plus Index,0.43,8892208986,-0.07,High,Physical(Passive),0.3,Non taxable
,321410,KODEX Multi-Asset High Income(H),2019/06/05,SAMSUNG ASSET,4.55,Morningstar Multi-Asset High Income 10% Capped Index,1.49,4760088685,0.1,Low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,244660,KODEX Quality Plus,2016/05/13,SAMSUNG ASSET,11.37,FnGuide Quality Plus Index,0.53,4503101196,0.04,Low,Physical(Passive),0.3,Non taxable
,276990,KODEX Robo ETF-SYNTH,2017/08/17,SAMSUNG ASSET,1.85,ROBO Global Robotics & Automation UCITS Price Return Index,0.67,27584974974,-0.21,Normal,Synthetic(Passive),0.26,Dividend income tax(tax on holding period)
,269420,KODEX S&P GINFRA-SYNTH,2017/05/16,SAMSUNG ASSET,13.24,S&P Global Infrastructure Index,0.37,25369931669,-0.39,Normal,Synthetic(Passive),0.22,Dividend income tax(tax on holding period)
,463690,KODEX S&P500 Communication Services,2023/08/01,SAMSUNG ASSET,0,S&P Communication Services Select Sector Index(Price Return),0.3,12901060437,-0.41,Normal,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,453660,KODEX S&P500 Consumer Discretionary,2023/03/21,SAMSUNG ASSET,19.12,S&P Consumer Discretionary Select Sector Index(Price Return),0.29,11040119091,-0.22,Normal,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,453630,KODEX S&P500 Consumer Staples,2023/03/21,SAMSUNG ASSET,12.55,S&P Consumer Staples Select Sector Index(Price Return),0.55,10936122795,-0.28,Low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,453650,KODEX S&P500 Financial,2023/03/21,SAMSUNG ASSET,34.52,S&P Financial Select Sector Index(Price Return),0.23,13464465928,-0.06,Low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,219480,KODEX S&P500 Futures(H),2015/05/29,SAMSUNG ASSET,22.15,S&P 500 Futures Total Return Index,0.56,142924771698,-0.14,Low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,453640,KODEX S&P500 Health Care,2023/03/21,SAMSUNG ASSET,19.48,S&P Health Care Select Sector Index(Price Return),0.24,17986983824,0.12,Low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,463680,KODEX S&P500 Technology,2023/08/01,SAMSUNG ASSET,0,S&P Technology Select Sector Index(Price Return),0.18,17223501174,-0.21,Normal,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,463640,KODEX S&P500 Utilities,2023/08/01,SAMSUNG ASSET,0,S&P Utilities Select Sector Index(Price Return),0.44,29166851809,-0.47,High,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,449180,KODEX S&P500(H),2022/12/02,SAMSUNG ASSET,22.13,S&P 500,0.23,252514039163,-0.18,Low,Physical(Passive),0.009,Dividend income tax(tax on holding period)
,379800,KODEX S&P500TR,2021/04/09,SAMSUNG ASSET,35.8,S&P 500 Total Return Index,0.17,1409251338673,-0.11,Low,Physical(Passive),0.009,Dividend income tax(tax on holding period)
,091160,KODEX SEMICON,2006/06/27,SAMSUNG ASSET,39.11,KRX Semicon,0.38,578898571409,-0.2,Very high,Physical(Passive),0.45,Non taxable
,144600,KODEX SILVER FUTURES(H),2011/07/18,SAMSUNG ASSET,18.68,S&P GSCI Silver Index(TR),1.19,78353352431,-0.47,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,117680,KODEX STEELS,2009/10/30,SAMSUNG ASSET,-3.77,KRX Steels,1.13,22719543525,-0.01,Very high,Physical(Passive),0.45,Non taxable
,185680,KODEX SYNTH-US BIO,2013/10/31,SAMSUNG ASSET,17.24,S&P Biotechnology Select Industry Index,0.34,18642101283,-0.56,Very high,Synthetic(Passive),0.21,Dividend income tax(tax on holding period)
,218420,KODEX SYNTH-US Energy,2015/04/28,SAMSUNG ASSET,22.31,S&P Select Sector Energy Index,0.14,50938402580,-0.16,High,Synthetic(Passive),0.21,Dividend income tax(tax on holding period)
,200030,KODEX SYNTH-US INDUSTRIAL,2014/06/12,SAMSUNG ASSET,24.23,S&P Select Sector Industrial Index,0.11,14509579233,-0.31,Low,Synthetic(Passive),0.21,Dividend income tax(tax on holding period)
,213610,KODEX Sams Value,2015/01/08,SAMSUNG ASSET,-3.18,WISE Samsung Group Value Index,0.36,89136768673,-0.06,Normal,Physical(Passive),0.09,Non taxable
,102780,KODEX Samsung,2008/05/21,SAMSUNG ASSET,0.16,Samsung Group,0.5,1402689182250,-0.24,Normal,Physical(Passive),0.22,Non taxable
,305720,KODEX Secondary Battery Industry,2018/09/12,SAMSUNG ASSET,-36.19,FnGuide Secondary Battery Industry Index,0.45,1171353427630,0.01,Very high,Physical(Passive),0.46,Non taxable
,462330,KODEX Secondary Battery Industry 2X,2023/07/04,SAMSUNG ASSET,0,FnGuide Secondary Battery Industry Index,3.2,201687652147,-0.59,Very high,Physical(Passive),0.49,Dividend income tax(tax on holding period)
,102970,KODEX Securities,2008/05/29,SAMSUNG ASSET,17.27,KRX Securities,1.46,38951076508,-0.33,High,Physical(Passive),0.45,Non taxable
,138920,KODEX Soybeans Futures(H),2011/03/15,SAMSUNG ASSET,-17.08,S&P GSCI Soybeans Index(TR),1.32,7260108623,0.33,Normal,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,308620,KODEX T-note Futures,2018/10/19,SAMSUNG ASSET,2.96,S&P 10-Year U.S. Treasury Note Futures KRW(ER),1.83,53956620172,-0.13,Very low,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,114260,KODEX TBOND,2009/07/29,SAMSUNG ASSET,4.22,MKF TB Index (Total Return),0.1,363231326960,0,Very low,Physical(Passive),0.15,Dividend income tax(tax on holding period)
,433970,KODEX TDF 2030 ACTIVE,2022/06/30,SAMSUNG ASSET,13.39,Samsung Korea Target Date 2030 Index (Price Return),2.28,12769233513,-0.09,Very low,Physical(Active),0.2,Dividend income tax(tax on holding period)
,433980,KODEX TDF 2040 ACTIVE,2022/06/30,SAMSUNG ASSET,17.09,Samsung Korea Target Date 2040 Index (Price Return),3.04,12797037496,-0.13,Very low,Physical(Active),0.25,Dividend income tax(tax on holding period)
,434060,KODEX TDF 2050 ACTIVE,2022/06/30,SAMSUNG ASSET,20.01,Samsung Korea Target Date 2050 Index (Price Return),3.88,78311350156,-0.14,Very low,Physical(Active),0.3,Dividend income tax(tax on holding period)
,140710,KODEX TRANSPORTATION,2011/04/26,SAMSUNG ASSET,6.34,KRX Transportation,0.8,12102249069,-0.25,High,Physical(Passive),0.45,Non taxable
,329650,KODEX TRF3070,2019/07/04,SAMSUNG ASSET,13.62,FnGuide TRF 3070 Index,0.94,164467173846,0.08,Very low,Physical(Passive),0.24,Dividend income tax(tax on holding period)
,329660,KODEX TRF5050,2019/07/04,SAMSUNG ASSET,18.2,FnGuide TRF 5050 Index,1.17,32777746781,0.28,Very low,Physical(Passive),0.17,Dividend income tax(tax on holding period)
,329670,KODEX TRF7030,2019/07/04,SAMSUNG ASSET,23.4,FnGuide TRF 7030 Index,2.67,35947984194,0.27,Very low,Physical(Passive),0.1,Dividend income tax(tax on holding period)
,475080,KODEX TSLA IncomePremium Balanced Active,2024/01/23,SAMSUNG ASSET,0,KEDI Tesla Income Premium Balanced Index(TR),4.07,169349386228,0.28,Low,Physical(Active),0.39,Dividend income tax(tax on holding period)
,459560,KODEX Tesla Value Chain FactSet,2023/06/08,SAMSUNG ASSET,23,FactSet TSLA Value Chain Index(PR),4.87,9424558820,0.23,High,Physical(Passive),0.18,Dividend income tax(tax on holding period)
,315930,KODEX Top5PlusTR,2019/01/22,SAMSUNG ASSET,44.48,FnGuide TOP 5 Plus Total Return Index,0.64,1226613010450,-0.25,High,Physical(Passive),0.145,Dividend income tax(tax on holding period)
,314250,KODEX U.S. Big Tech 10(H),2019/01/10,SAMSUNG ASSET,45.58,NYSE U.S. Big TECH 10 INDEX,0.3,567518119240,-0.41,High,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,485540,KODEX US AI TECH TOP10,2024/06/25,SAMSUNG ASSET,0,KEDI US AI Tech TOP10 Index(PR),0.06,30188509238,-0.13,Very high,Physical(Passive),0.3,Dividend income tax(tax on holding period)
,483280,KODEX US AI TECH TOP10+15% PREMIUM,2024/05/28,SAMSUNG ASSET,0,KEDI US AI Tech TOP10+15% Premium Index(Total Return),2.04,231513107782,-0.22,Normal,Physical(Passive),0.39,Dividend income tax(tax on holding period)
,437080,KODEX US Bond ESG Active(H),2022/08/09,SAMSUNG ASSET,2.97,Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),1.87,80062785597,0.03,Very low,Physical(Active),0.18,Dividend income tax(tax on holding period)
,419420,KODEX US Clean Energy Nasdaq,2022/03/22,SAMSUNG ASSET,-22.95,Nasdaq Clean Edge Green Energy Index (Price Return),0.47,9637499820,-0.7,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,441640,KODEX US Dividend Premium Active,2022/09/27,SAMSUNG ASSET,12.69,S&P 500,7.33,67179667323,-0.04,Very low,Physical(Active),0.19,Dividend income tax(tax on holding period)
,483290,KODEX US Dividend+10% Premium Dow Jones,2024/05/28,SAMSUNG ASSET,0,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),0.62,41698703493,-0.03,Low,Physical(Passive),0.39,Dividend income tax(tax on holding period)
,428560,KODEX US ETF Industry Top10 Indxx,2022/05/17,SAMSUNG ASSET,27.07,Indxx US ETF Industry Top10 Index(Price Return),0.3,8364504362,-0.15,Low,Physical(Passive),0.5,Dividend income tax(tax on holding period)
,411420,KODEX US Metaverse Nasdaq Active,2021/12/22,SAMSUNG ASSET,51.46,Nasdaq CB Insights Metaverse US Index (Price Return),10.24,56317827518,-0.4,High,Physical(Active),0.5,Dividend income tax(tax on holding period)
,409810,KODEX US NASDAQ100 Futures Inverse(H),2021/12/09,SAMSUNG ASSET,-21.5,NASDAQ 100,0.67,16905655903,0.24,Normal,Physical(Passive),0.3,Dividend income tax(tax on holding period)
,409820,KODEX US NASDAQ100 Leverage(SYNTH H),2021/12/09,SAMSUNG ASSET,64.53,NASDAQ 100,0.6,206887452747,-0.57,Very high,Synthetic(Passive),0.3,Dividend income tax(tax on holding period)
,449190,KODEX US NASDAQ100(H),2022/12/02,SAMSUNG ASSET,29.57,NASDAQ 100,0.24,231377935934,-0.27,Normal,Physical(Passive),0.009,Dividend income tax(tax on holding period)
,379810,KODEX US NASDAQ100TR,2021/04/09,SAMSUNG ASSET,43.15,NASDAQ-100 Total Return Index,0.13,1080534545046,-0.23,Low,Physical(Passive),0.009,Dividend income tax(tax on holding period)
,304940,KODEX US Nasdaq100 Futures(H),2018/08/30,SAMSUNG ASSET,29.03,NASDAQ 100,0.65,123604848409,-0.14,Normal,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,352560,KODEX US Real Estate ETF(H),2020/05/13,SAMSUNG ASSET,-1.36,Dow Jones U.S. Real Estate PR Index,0.96,21275120574,0.11,Normal,Physical(Passive),0.09,Dividend Income Tax(Separate Taxation Real Estate ETF)
,280930,KODEX US Russell 2000(H),2017/11/09,SAMSUNG ASSET,6.21,FTSE Russell 2000 Index,1.13,24666943490,-0.15,High,Physical(Passive),0.41,Dividend income tax(tax on holding period)
,276970,KODEX US S&P DCC-SYNTH(H),2017/08/10,SAMSUNG ASSET,-9.53,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,0.14,37999577386,0.37,Very low,Synthetic(Passive),0.26,Dividend income tax(tax on holding period)
,390390,KODEX US Semiconductor MV,2021/06/30,SAMSUNG ASSET,88.13,MVIS US Listed Semiconductor 25 Index,0.19,552542234037,-0.23,Very high,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,390400,KODEX US Smart Mobility S&P,2021/06/30,SAMSUNG ASSET,-5.94,S&P Kensho Smart Transportation,0.59,8884144515,-0.23,High,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,481060,KODEX US T-Bond 30Y+12% Premium(SYNTH H),2024/04/30,SAMSUNG ASSET,0,Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),0.27,114026142305,-0.14,Low,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,484790,KODEX US Treasury 20+ Yr Bond Active(H),2024/06/18,SAMSUNG ASSET,0,KEDI-KAP US Treasury 20+ Index(TR),1.47,198469771224,0,Low,Physical(Active),0.015,Dividend income tax(tax on holding period)
,261240,KODEX USD Futures,2016/12/27,SAMSUNG ASSET,11.95,F-USDKRW,0.46,57887292170,-0.06,Very low,Physical(Passive),0.21,Dividend income tax(tax on holding period)
,261270,KODEX USD Futures Inverse,2016/12/27,SAMSUNG ASSET,-6.46,F-USDKRW,0.43,44833829681,-0.08,Very low,Physical(Passive),0.41,Dividend income tax(tax on holding period)
,261260,KODEX USD Futures Inverse2X,2016/12/27,SAMSUNG ASSET,-15.85,F-USDKRW,0.86,159869756368,-0.12,Normal,Physical(Passive),0.41,Dividend income tax(tax on holding period)
,261250,KODEX USD Futures Leverage,2016/12/27,SAMSUNG ASSET,20.38,F-USDKRW,1.04,34512131345,-0.12,Normal,Physical(Passive),0.45,Dividend income tax(tax on holding period)
